565.0, 575.0, 120
25.0, 185.0, 180
345.0, 750.0, 180
945.0, 685.0, 180
845.0, 655.0, 120
880.0, 660.0, 120
25.0, 230.0, 180
525.0, 1000.0, 120
580.0, 1175.0, 180
650.0, 1130.0, 180
1605.0, 620.0, 60
1220.0, 580.0, 120
1465.0, 200.0, 180
1530.0, 5.0, 180
845.0, 680.0, 120
725.0, 370.0, 180
145.0, 665.0, 180
415.0, 635.0, 180
510.0, 875.0, 180
560.0, 365.0, 60
300.0, 465.0, 120
520.0, 585.0, 180
480.0, 415.0, 120
835.0, 625.0, 120
975.0, 580.0, 60
1215.0, 245.0, 180
1320.0, 315.0, 120
1250.0, 400.0, 180
660.0, 180.0, 60
410.0, 250.0, 120
420.0, 555.0, 180
575.0, 665.0, 120
1150.0, 1160.0, 180
700.0, 580.0, 180
685.0, 595.0, 120
685.0, 610.0, 60
770.0, 610.0, 60
795.0, 645.0, 60
720.0, 635.0, 60
760.0, 650.0, 120
475.0, 960.0, 120
95.0, 260.0, 120
875.0, 920.0, 120
700.0, 500.0, 180
555.0, 815.0, 180
830.0, 485.0, 180
1170.0, 65.0, 120
830.0, 610.0, 180
605.0, 625.0, 180
595.0, 360.0, 120
1340.0, 725.0, 120
1740.0, 245.0, 180
