37, 52, 60
49, 49, 120
52, 64, 120
20, 26, 60
40, 30, 120
21, 47, 180
17, 63, 60
31, 62, 120
52, 33, 60
51, 21, 180
42, 41, 180
31, 32, 60
5, 25, 180
12, 42, 180
36, 16, 120
52, 41, 60
27, 23, 120
17, 33, 60
13, 13, 180
57, 58, 60
62, 42, 120
42, 57, 120
16, 57, 120
8, 52, 180
7, 38, 180
27, 68, 180
30, 48, 60
43, 67, 60
58, 48, 180
58, 27, 60
37, 69, 60
38, 46, 60
46, 10, 60
61, 33, 180
62, 63, 180
63, 69, 60
32, 22, 60
45, 35, 120
59, 15, 180
5, 6, 180
10, 17, 60
21, 10, 60
5, 64, 60
30, 15, 180
39, 10, 180
32, 39, 120
25, 32, 180
25, 55, 120
48, 28, 120
56, 37, 180
30, 40, 180
