43.653225, -79.383186, 60
43.679706, -79.380927, 150
43.681587, -79.437512, 120
43.661675, -79.383068, 120
43.681697, -79.523614, 180
43.513754, -79.650403, 150
41.973222, -83.946473, 120
41.985342, -84.272536, 160
41.961100, -83.946473, 60
42.299641, -83.310648, 45
41.924721, -83.424771, 90
41.254089, -82.283547, 90
41.298940, -83.182432, 90
41.480270, -84.237120, 60
41.298940, -80.875303, 150
40.367976, -84.390929, 60
47.164024, -81.358702, 60
46.320834, -80.633604, 90
46.442097, -79.644834, 160
46.244908, -81.007139, 160
46.473440, -81.018825, 150
40.448758, -74.959944, 120
41.311493, -73.818856, 90
41.880392, -72.088205, 45
43.556931, -70.566753, 60
43.044830, -71.080243, 60
41.639222, -70.395590, 150
34.324501, -82.123402, 120
35.818122, -94.235230, 60
41.884517, -95.272202, 60
46.491060, -101.784383, 130
43.710439, -109.001705, 120
43.660735, -116.568383, 150
42.491850, -112.419999, 150
50.917147, -114.313752, 150
51.141494, -113.969704, 150
51.078746, -114.135352, 120
51.043313, -114.084585, 90
51.050190, -114.150498, 60
51.158501, -114.047562, 45
51.094602, -113.932004, 60
50.973362, -114.058803, 180
50.980539, -114.042571, 60
50.966415, -114.083229, 180
50.957250, -114.135707, 60
50.934744, -114.023975, 120
50.906729, -114.058750, 120
50.881182, -114.082967, 60
53.489080, -113.531208, 90
53.547340, -113.622664, 60
