6, 4, 60
15, 15, 60
24, 18, 60
33, 12, 60
48, 12, 60
57, 14, 60
67, 10, 60
77, 10, 60
86, 15, 60
6, 21, 60
17, 26, 60
23, 25, 60
32, 35, 60
43, 23, 60
55, 35, 60
65, 36, 60
78, 39, 60
87, 35, 60
3, 53, 60
12, 44, 60
28, 53, 60
33, 49, 60
47, 46, 60
55, 52, 60
64, 50, 60
71, 57, 60
87, 57, 60
4, 72, 60
15, 78, 60
22, 70, 60
34, 71, 60
42, 79, 60
54, 77, 60
66, 79, 60
78, 67, 60
87, 73, 60
7, 81, 60
17, 95, 60
26, 98, 60
32, 97, 60
43, 88, 60
57, 89, 60
64, 85, 60
78, 83, 60
83, 98, 60
5, 109, 60
13, 111, 60
25, 102, 60
38, 119, 60
46, 107, 60
58, 110, 60
67, 110, 60
74, 113, 60
88, 110, 60
2, 124, 60
17, 134, 60
23, 129, 60
36, 131, 60
42, 137, 60
53, 123, 60
63, 135, 60
72, 134, 60
87, 129, 60
2, 146, 60
16, 147, 60
25, 153, 60
38, 155, 60
42, 158, 60
57, 154, 60
66, 151, 60
73, 151, 60
86, 149, 60
5, 177, 60
13, 162, 60
25, 169, 60
35, 177, 60
46, 172, 60
54, 166, 60
65, 174, 60
73, 161, 60
86, 162, 60
2, 195, 60
14, 196, 60
28, 189, 60
38, 187, 60
46, 195, 60
57, 194, 60
63, 188, 60
77, 193, 60
85, 194, 60
8, 211, 60
12, 217, 60
22, 210, 60
34, 216, 60
47, 203, 60
58, 213, 60
66, 206, 60
78, 210, 60
85, 204, 60
